,id,dist,task
770,39727,16.667406857615653,45
771,39729,16.665215831930116,45
772,39730,16.66263039898901,45
773,39732,16.660599805730936,46
774,39736,16.65772968251465,46
775,39738,16.655113281747067,46
776,39739,16.651931460402036,46
777,39740,16.64997276523634,46
778,39741,16.64816976191484,46
779,39743,16.64565192432034,46
780,39744,16.64293131135071,46
781,39746,16.641011093540637,46
782,39747,16.64701272080545,46
783,39748,16.64464208295197,46
784,39750,16.642530941822756,46
785,39751,16.640605281186524,46
786,39755,16.636041617886324,46
787,39761,16.633501100786447,46
788,39766,16.63254511325541,46
789,39767,16.632227295059376,46
790,39769,16.629646256060333,46
791,39772,16.627516557678156,47
792,39775,16.626383879707884,47
793,39777,16.62525187900241,47
794,39778,16.62254319025224,47
795,39780,16.619749693837928,47
796,39784,16.61766426669532,47
797,39786,16.61678026188572,47
798,39788,16.615653564354073,47
799,39789,16.612866669052476,47
800,39790,16.610081568402975,47
801,39791,16.607298260672604,47
802,39792,16.605641102010424,47
803,39793,16.60451987494417,47
804,39796,16.601735621306002,47
805,39799,16.600616450175234,47
806,39805,16.59897957970101,47
807,39806,16.597862272316544,47
808,39807,16.594902634253014,47
809,39808,16.593787314430326,47
810,39811,16.59324600365787,47
811,39816,16.591214010092017,48
812,39817,16.58977566458773,48
813,39818,16.58877183435173,48
814,39822,16.583659586529432,48
815,39824,16.603367803982273,48
816,39825,16.606687673423316,48
817,39827,16.60407040833079,48
818,39830,16.60476566383066,48
819,39831,16.594750536731073,48
820,39835,16.580582952868877,48
821,39836,16.56725484524154,48
822,39837,16.570406567856505,48
823,39839,16.570653768066762,48
824,39842,16.561706202443823,48
825,39843,16.56005628131506,48
826,39844,16.55541601972783,48
827,39845,16.541817643171303,48
828,39847,16.54196590909091,48
829,39848,16.536294660551498,48
830,39850,16.536179114603947,48
831,39855,16.534287455011114,49
832,39862,16.54269631297495,49
833,39864,16.54476517870684,49
834,39866,16.54943274814466,49
835,39867,16.546710905459165,49
836,39869,16.547610662999794,49
837,39870,16.549885944706887,49
838,39871,16.552635093029465,49
839,39873,16.554491662781146,49
840,39874,16.554805706724835,49
841,39877,16.56034730195178,49
842,39878,16.563412082163115,49
843,39879,16.566138322194863,49
844,39883,16.564828581303868,49
845,39885,16.568665228957077,49
846,39886,16.570110811947373,49
847,39887,16.560350882924677,49
848,39888,16.565756958587915,49
849,39890,16.57113827746529,49
850,39891,16.581257362715746,49
851,39893,16.57881554016486,50
852,39897,16.579331772625764,50
853,39898,16.579748500218297,50
854,39899,16.577662474811152,50
855,39901,16.580547210647026,50
856,39902,16.580142034755475,50
857,39906,16.578032258064518,50
858,39907,16.576018143319324,50
859,39908,16.57326933608221,50
860,39909,16.57236909175784,50
861,39910,16.57629290470625,50
862,39911,16.572199419146724,50
863,39912,16.57376706939099,50
864,39916,16.574579135382574,50
865,39918,16.571925475130772,50
866,39919,16.574280064598312,50
867,39921,16.572574079887623,50
868,39926,16.575901232468286,50
869,39927,16.573823257592657,50
870,39931,16.57266249648506,50
871,39932,16.57106261104776,51
872,39935,16.571897901112237,51
873,39941,16.571889315503775,51
874,39942,16.571064901797858,51
875,39944,16.569689627627216,51
876,39946,16.567722184917493,51
877,39947,16.565864228523107,51
878,39949,16.563249528697938,51
879,39950,16.560935842844252,51
880,39951,16.558456550960702,51
881,39953,16.559379263481162,51
882,39954,16.55888592349278,51
883,39956,16.556277739214572,51
884,39959,16.57922917825909,51
885,39960,16.580304929536837,51
886,39963,16.578539602662893,51
887,39964,16.57701497542521,51
888,39966,16.575659530802536,51
889,39968,16.57062968523585,51
890,39969,16.568878711357183,51
891,39971,16.565093960537098,1210
892,39976,16.55415634175291,52
893,39977,16.555475418342198,52
894,39978,16.553136977278502,52
895,39980,16.551859018802322,52
896,39981,16.549122354155912,52
897,39983,16.54726614220285,52
898,39987,16.545337699928538,52
899,39988,16.54265748638372,52
900,39990,16.548578843175267,52
901,39993,16.54623422612042,52
902,39994,16.54138265801441,52
903,39995,16.54332238586757,52
904,39996,16.543170723016072,52
905,39997,16.53968899278382,52
906,39998,16.533454447652733,52
907,39999,16.538346230198922,52
908,40000,16.532073678196372,52
909,40002,16.532484970243353,52
910,40004,16.529131422641147,52
911,40012,16.541559119806365,53
912,40014,16.512940010412077,54
913,40017,16.51735310735876,54
914,40020,16.51632536803286,54
915,40026,16.517535757969096,54
916,40027,16.52361890708966,54
917,40031,16.520629642167307,54
918,40032,16.520673127174447,54
919,40035,16.519648222208957,54
920,40038,16.52052834014133,54
921,40039,16.526195617104708,54
922,40042,16.528269979419278,54
923,40046,16.529337158088218,54
924,40047,16.534744772691273,54
925,40048,16.535849075269457,54
926,40049,16.534083215134697,54
927,40050,16.53399492200235,54
928,40051,16.537669374019284,54
